"name.x","name.y","kpas"
"Смородине","Кремінне",17
"Смородине","Попасна",16
"Смородине","Красноармійськ",14
"Смородине","Мукачеве",14
"Смородине","Ізюм",13
"Смородине","Красний Лиман",12
"Смородине","Голубівка",12
"Смородине","Козятин-1",11
"Смородине","Стрий",11
"Смородине","Городня",10
"Смородине","Микитівка",10
"Смородине","Свалява",10
"Смородине","Ужгород",9
"Смородине","Зернове",7
"Смородине","Первомайськ",6
"Смородине","Воловець",6
"Смородине","Кролевець",5
"Смородине","Вовчоярська",5
"Смородине","Макошине",4
"Смородине","Чугуїв",4
"Смородине","Якимівка",4
"Смородине","Батьово",4
"Смородине","Злочів",4
"Смородине","Шевченкове-Південне",3
"Смородине","Сокологірне",3
"Смородине","Слов'янський Курорт",3
"Смородине","Волноваха",3
"Смородине","Терещенська",2
"Смородине","Жмеринка",2
"Смородине","Доч",2
"Смородине","Урожайна",2
"Смородине","Підволочиськ",2
"Смородине","Хутір-Михайлівський",1
"Смородине","Кислівка",1
"Смородине","Сіверськ",1
"Смородине","Кабанне",1
"Зміїв","Донецьк",156
"Зміїв","Маріуполь",40
"Зміїв","Макіївка-Пасажирська",25
"Зміїв","Горлівка",18
"Зміїв","Харків-Пасажирський",15
"Зміїв","Красний Лиман",10
"Зміїв","Ясинувата-Пасажирська",8
"Зміїв","Микитівка",7
"Зміїв","Куп'янськ-Вузловий",5
"Зміїв","Ізюм",5
"Зміїв","Оленівка",5
"Зміїв","Рубіжне",4
"Зміїв","Київ-Пасажирський",3
"Зміїв","Волноваха",3
"Зміїв","Кринична",3
"Зміїв","Рутченкове",2
"Зміїв","Дарниця",1
"Зміїв","Ім.Олега Крючкова",1
"Зміїв","Переддонбасівська",1
"Зміїв","Балаклія",1
"Зміїв","Сватове",1
"Зміїв","Святогірськ",1
"Зміїв","Кабанне",1
"Зміїв","Артемівськ 2",1
"Шебелинка","Харків-Левада",125
"Шебелинка","Основа",5
"Балаклія","Харків-Левада",2789
"Балаклія","Артемівськ 2",382
"Балаклія","Донецьк",335
"Балаклія","Ізюм",297
"Балаклія","Дебальцеве",285
"Балаклія","Микитівка",277
"Балаклія","Харків-Пасажирський",217
"Балаклія","Красний Лиман",165
"Балаклія","Маріуполь",159
"Балаклія","Вуглегірськ",133
"Балаклія","Горлівка",98
"Балаклія","Святогірськ",72
"Балаклія","Макіївка-Пасажирська",61
"Балаклія","Сіверськ",39
"Балаклія","Основа",35
"Балаклія","Рутченкове",29
"Балаклія","Куп'янськ-Вузловий",26
"Балаклія","Сіль",17
"Балаклія","Ясинувата-Пасажирська",15
"Балаклія","Лисичанськ",15
"Балаклія","Байрак",15
"Балаклія","Волноваха",14
"Балаклія","Оленівка",11
"Балаклія","Радьківські Піски",9
"Балаклія","Рубіжне",7
"Балаклія","Сватове",5
"Балаклія","Київ-Пасажирський",4
"Балаклія","Зміїв",4
"Балаклія","Ямпіль",4
"Балаклія","Переддонбасівська",3
"Балаклія","Кремінне",3
"Балаклія","Шебелинка",2
"Балаклія","Закомельська",2
"Балаклія","Савинці",1
"Балаклія","Кабанне",1
"Балаклія","Кринична",1
"Савинці","Артемівськ 2",16
"Савинці","Харків-Левада",1
"Закомельська","Харків-Левада",5
"Рубанка","Бахмач-Пасажирський",5116
"Рубанка","Ромни",770
"Рубанка","Кременчук",535
"Рубанка","Талалаївка",335
"Рубанка","Дніпропетровськ-Головний",321
"Рубанка","Сула",164
"Рубанка","Ромодан",113
"Рубанка","Дніпродзержинськ-Пасажирський",41
"Рубанка","П'ятихатки",41
"Рубанка","Веселий Поділ",27
"Рубанка","Городня",25
"Рубанка","Мена",18
"Рубанка","Лохвиця",17
"Рубанка","Блотниця",12
"Рубанка","Хоробичі",11
"Рубанка","Григорівка",9
"Рубанка","Глобине",9
"Рубанка","Верхівцеве",9
"Рубанка","Щорс",8
"Рубанка","Курінь",7
"Рубанка","Рогинці",4
"Рубанка","Дубровський Кінний З-Д",4
"Рубанка","Андріяшівка",3
"Рубанка","Перекопівка",1
"Рубанка","Шишаки",1
"Рубанка","Хорол",1
"Рубанка","Рублівка",1
"Рубанка","Вільногірськ",1
"Лихачове","Харків-Пасажирський",4446
"Лихачове","Запоріжжя 1",1510
"Лихачове","Сімферополь-Пасажирський",1186
"Лихачове","Дніпропетровськ-Головний",898
"Лихачове","Лозова",430
"Лихачове","Павлоград 1",416
"Лихачове","Євпаторія-Курорт",270
"Лихачове","Донецьк",171
"Лихачове","Синельникове-1",125
"Лихачове","Джанкой",124
"Лихачове","Костянтинівка",114
"Лихачове","Мелітополь",112
"Лихачове","Саки",88
"Лихачове","Новоолексіївка",65
"Лихачове","Маріуполь",54
"Лихачове","Слов'янськ",43
"Лихачове","Краматорськ",27
"Лихачове","Макіївка-Пасажирська",19
"Лихачове","Краснопавлівка",17
"Лихачове","Горлівка",15
"Лихачове","Синельникове 2",14
"Лихачове","Урожайна",9
"Лихачове","Микитівка",9
"Лихачове","Барвінкове",8
"Лихачове","Дружківка",6
"Лихачове","Острякове",5
"Лихачове","Варварівка",4
"Лихачове","Козача Лопань",2
"Лихачове","Кременчук",2
"Лихачове","Ясинувата-Пасажирська",2
"Лихачове","Красноармійськ",1
"Лихачове","Волноваха",1
"Краснопавлівка","Харків-Пасажирський",2701
"Краснопавлівка","Дніпропетровськ-Головний",351
"Краснопавлівка","Запоріжжя 1",205
"Краснопавлівка","Павлоград 1",29
"Краснопавлівка","Лозова",19
"Краснопавлівка","Синельникове-1",12
"Краснопавлівка","Лихачове",11
"Краснопавлівка","Синельникове 2",1
"Талалаївка","Ромни",4137
"Талалаївка","Бахмач-Пасажирський",2144
"Талалаївка","Кременчук",792
"Талалаївка","Дніпропетровськ-Головний",431
"Талалаївка","Сула",315
"Талалаївка","Ромодан",246
"Талалаївка","Мена",119
"Талалаївка","Одеса-Головна",117
"Талалаївка","Рубанка",68
"Талалаївка","Рогинці",62
"Талалаївка","Дніпродзержинськ-Пасажирський",58
"Талалаївка","Глобине",54
"Талалаївка","Блотниця",52
"Талалаївка","Веселий Поділ",48
"Талалаївка","П'ятихатки",44
"Талалаївка","Перекопівка",29
"Талалаївка","Щорс",28
"Талалаївка","Сенча",20
"Талалаївка","Олександрія",19
"Талалаївка","Сімферополь-Пасажирський",19
"Талалаївка","Григорівка",18
"Талалаївка","Біловоди",16
"Талалаївка","Городня",15
"Талалаївка","Хорол",14
"Талалаївка","Херсон",13
"Талалаївка","Рублівка",12
"Талалаївка","Вознесенськ",12
"Талалаївка","Андріяшівка",11
"Талалаївка","Юсківці",11
"Талалаївка","Кіровоград",11
"Талалаївка","Кагамлицька",10
"Талалаївка","Бодаква",8
"Талалаївка","Миколаїв-Пасажирський",6
"Талалаївка","Лохвиця",5
"Талалаївка","Вільногірськ",3
"Талалаївка","Макошине",2
"Талалаївка","Южноукраїнська",2
"Талалаївка","Знам'янка-Пасажирська",2
"Талалаївка","Конотоп",1
"Талалаївка","Курінь",1
"Талалаївка","Новоукраїнка",1
"Красноград","Київ-Пасажирський",2572
"Красноград","Сімферополь-Пасажирський",689
"Красноград","Львів",248
"Красноград","Донецьк",214
"Красноград","Маріуполь",193
"Красноград","Генічеськ",185
"Красноград","Луганськ",169
"Красноград","Лубни",141
"Красноград","Волноваха",130
"Красноград","Мелітополь",116
"Красноград","Івано-Франківськ",114
"Красноград","Миргород",111
"Красноград","Кегичівка",110
"Красноград","Сахновщина",97
"Красноград","Джанкой",87
"Красноград","Слов'янськ",87
"Красноград","Запоріжжя 1",67
"Красноград","Лозова",65
"Красноград","Дебальцеве",64
"Красноград","Комунарськ",60
"Красноград","Дарниця",59
"Красноград","Гребінка",54
"Красноград","Полтава-Південна",51
"Красноград","Кременчук",50
"Красноград","Ясинувата-Пасажирська",49
"Красноград","Тернопіль",48
"Красноград","Вінниця",47
"Красноград","Краматорськ",47
"Красноград","Микитівка",42
"Красноград","Дружківка",35
"Красноград","Новоолексіївка",28
"Красноград","Полтава Київська",24
"Красноград","Макіївка-Пасажирська",24
"Красноград","Хмельницький",21
"Красноград","Костянтинівка",21
"Красноград","Чернівці",20
"Красноград","Горлівка",16
"Красноград","Ромодан",14
"Красноград","Барвінкове",13
"Красноград","Вуглегірськ",11
"Красноград","Коломия",11
"Красноград","Павлоград 1",10
"Красноград","Карлівка",9
"Красноград","Сартана",7
"Красноград","Орілька",5
"Красноград","Селещина",5
"Красноград","Козятин-1",4
"Красноград","Ліщинівка",4
"Красноград","Чаплине",3
"Красноград","Байрак",3
"Красноград","Козельщина",2
"Красноград","Кобеляки",2
"Красноград","Якимівка",2
"Красноград","Урожайна",2
"Красноград","Фастів 1",1
"Красноград","Волочиськ",1
"Красноград","Лазірки",1
"Красноград","Яреськи",1
"Красноград","Решетилівка",1
"Красноград","Нові Санжари",1
"Красноград","Камиш-Зоря",1
"Красноград","Таврійськ",1
"Красноград","Пологи",1
"Красноград","Підволочиськ",1
"Кегичівка","Київ-Пасажирський",1319
"Кегичівка","Сімферополь-Пасажирський",201
"Кегичівка","Полтава-Південна",151
"Кегичівка","Генічеськ",108
"Кегичівка","Миргород",82
"Кегичівка","Дарниця",79
"Кегичівка","Кременчук",78
"Кегичівка","Запоріжжя 1",64
"Кегичівка","Донецьк",62
"Кегичівка","Луганськ",62
"Кегичівка","Львів",54
"Кегичівка","Мелітополь",45
"Кегичівка","Лубни",42
"Кегичівка","Маріуполь",42
"Кегичівка","Дебальцеве",41
"Кегичівка","Слов'янськ",33
"Кегичівка","Гребінка",31
"Кегичівка","Краматорськ",28
"Кегичівка","Красноград",27
"Кегичівка","Волноваха",27
"Кегичівка","Івано-Франківськ",24
"Кегичівка","Лозова",20
"Кегичівка","Джанкой",19
"Кегичівка","Ясинувата-Пасажирська",19
"Кегичівка","Микитівка",19
"Кегичівка","Вуглегірськ",19
"Кегичівка","Костянтинівка",16
"Кегичівка","Полтава Київська",14
"Кегичівка","Комунарськ",12
"Кегичівка","Новоолексіївка",11
"Кегичівка","Вінниця",9
"Кегичівка","Дружківка",8
"Кегичівка","Карлівка",5
"Кегичівка","Сахновщина",4
"Кегичівка","Партизани",3
"Кегичівка","Байрак",3
"Кегичівка","Хмельницький",2
"Кегичівка","Яблунець",2
"Кегичівка","Решетилівка",2
"Кегичівка","Павлоград 1",2
"Кегичівка","Сартана",2
"Кегичівка","Козятин-1",1
"Кегичівка","Орілька",1
"Кегичівка","Кобеляки",1
"Кегичівка","Нові Санжари",1
"Кегичівка","Синельникове-1",1
"Кегичівка","Чаплине",1
"Кегичівка","Тернопіль",1
"Кегичівка","Чернівці",1
"Сахновщина","Київ-Пасажирський",1308
"Сахновщина","Сімферополь-Пасажирський",227
"Сахновщина","Донецьк",178
"Сахновщина","Маріуполь",132
"Сахновщина","Полтава-Південна",100
"Сахновщина","Слов'янськ",97
"Сахновщина","Запоріжжя 1",95
"Сахновщина","Кременчук",74
"Сахновщина","Волноваха",65
"Сахновщина","Мелітополь",63
"Сахновщина","Краматорськ",61
"Сахновщина","Микитівка",59
"Сахновщина","Луганськ",56
"Сахновщина","Лозова",55
"Сахновщина","Комунарськ",46
"Сахновщина","Генічеськ",45
"Сахновщина","Лубни",42
"Сахновщина","Львів",39
"Сахновщина","Миргород",37
"Сахновщина","Дарниця",32
"Сахновщина","Джанкой",27
"Сахновщина","Дебальцеве",27
"Сахновщина","Гребінка",22
"Сахновщина","Костянтинівка",17
"Сахновщина","Ясинувата-Пасажирська",14
"Сахновщина","Якимівка",13
"Сахновщина","Вінниця",10
"Сахновщина","Красноград",9
"Сахновщина","Полтава Київська",9
"Сахновщина","Новоолексіївка",9
"Сахновщина","Барвінкове",7
"Сахновщина","Дружківка",7
"Сахновщина","Івано-Франківськ",7
"Сахновщина","Хмельницький",6
"Сахновщина","Решетилівка",6
"Сахновщина","Коломия",6
"Сахновщина","Снятин",6
"Сахновщина","Павлоград 1",5
"Сахновщина","Вуглегірськ",5
"Сахновщина","Тернопіль",5
"Сахновщина","Горлівка",4
"Сахновщина","Ліщинівка",3
"Сахновщина","Урожайна",3
"Сахновщина","Волочиськ",2
"Сахновщина","Ромодан",2
"Сахновщина","Рутченкове",2
"Сахновщина","Сартана",2
"Сахновщина","Чернівці",2
"Сахновщина","Козятин-1",1
"Сахновщина","Кегичівка",1
"Сахновщина","Селещина",1
"Сахновщина","Нові Санжари",1
"Сахновщина","Камиш-Зоря",1
"Орілька","Сімферополь-Пасажирський",46
"Орілька","Лозова",39
"Орілька","Донецьк",24
"Орілька","Дебальцеве",24
"Орілька","Луганськ",21
"Орілька","Мелітополь",18
"Орілька","Слов'янськ",18
"Орілька","Київ-Пасажирський",12
"Орілька","Запоріжжя 1",12
"Орілька","Комунарськ",11
"Орілька","Маріуполь",10
"Орілька","Краматорськ",9
"Орілька","Кременчук",6
"Орілька","Ясинувата-Пасажирська",6
"Орілька","Барвінкове",6
"Орілька","Полтава-Південна",5
"Орілька","Микитівка",5
"Орілька","Дружківка",4
"Орілька","Костянтинівка",4
"Орілька","Джанкой",2
"Орілька","Новоолексіївка",2
"Орілька","Красноармійськ",2
"Орілька","Волноваха",2
"Орілька","Миргород",1
"Орілька","Якимівка",1
"Орілька","Таврійськ",1
"Рогинці","Бахмач-Пасажирський",510
"Рогинці","Кременчук",104
"Рогинці","Ромни",52
"Рогинці","Сула",21
"Рогинці","Талалаївка",17
"Рогинці","Ромодан",11
"Рогинці","Блотниця",8
"Рогинці","Глобине",5
"Рогинці","Рубанка",4
"Рогинці","Веселий Поділ",2
"Рогинці","Лохвиця",1
"Вири","Харків-Пасажирський",401
"Вири","Суми",242
"Вири","Білопілля",25
"Вири","Смородине",20
"Вири","Боромля",13
"Вири","Люботин",11
"Вири","Кириківка",5
"Вири","Богодухів",5
"Вири","Ворожба",3
"Вири","Сироватка",3
"Вири","Губарівка",2
"Вири","Бакирівка",1
"Сироватка","Харків-Пасажирський",291
"Сироватка","Суми",73
"Сироватка","Смородине",23
"Сироватка","Люботин",19
"Сироватка","Білопілля",14
"Сироватка","Ворожба",13
"Сироватка","Боромля",8
"Сироватка","Кириківка",3
"Сироватка","Скрягівка",2
"Сироватка","Богодухів",1
"Боромля","Харків-Пасажирський",793
"Боромля","Смородине",633
"Боромля","Суми",513
"Боромля","Кириківка",83
"Боромля","Богодухів",77
"Боромля","Білопілля",47
"Боромля","Сироватка",45
"Боромля","Люботин",36
"Боромля","Ворожба",34
"Боромля","Бакирівка",30
"Боромля","Скрягівка",27
"Боромля","Вири",14
"Боромля","Сімферополь-Пасажирський",7
"Боромля","Лозова",5
"Боромля","Куп'єваха",2
"Боромля","Мена",1
"Боромля","Губарівка",1
"Боромля","Джанкой",1
"Скрягівка","Харків-Пасажирський",298
"Скрягівка","Суми",264
"Скрягівка","Ворожба",8
"Скрягівка","Смородине",4
"Скрягівка","Люботин",3
"Скрягівка","Білопілля",1
"Скрягівка","Кириківка",1
"Бакирівка","Харків-Пасажирський",443
"Бакирівка","Богодухів",11
"Бакирівка","Люботин",11
"Бакирівка","Куп'єваха",4
"Бакирівка","Гавриші",1
"Бакирівка","Кириківка",1
"Бакирівка","Яблучне",1
"Ромни","Кременчук",5083
"Ромни","Бахмач-Пасажирський",4702
"Ромни","Одеса-Головна",2787
"Ромни","Дніпропетровськ-Головний",2341
"Ромни","Ромодан",742
"Ромни","Талалаївка",704
"Ромни","П'ятихатки",658
"Ромни","Сула",398
"Ромни","Глобине",334
"Ромни","Кіровоград",278
"Ромни","Сімферополь-Пасажирський",239
"Ромни","Дніпродзержинськ-Пасажирський",234
"Ромни","Блотниця",207
"Ромни","Хорол",182
"Ромни","Рубанка",165
"Ромни","Олександрія",163
"Ромни","Андріяшівка",156
"Ромни","Веселий Поділ",149
"Ромни","Вознесенськ",146
"Ромни","Лохвиця",124
"Ромни","Мена",106
"Ромни","Сенча",100
"Ромни","Юсківці",90
"Ромни","Херсон",74
"Ромни","Григорівка",68
"Ромни","Перекопівка",63
"Ромни","Миколаїв-Пасажирський",62
"Ромни","Южноукраїнська",53
"Ромни","Хоробичі",48
"Ромни","Щорс",48
"Ромни","Рогинці",48
"Ромни","Городня",44
"Ромни","Зупинка 185 км",44
"Ромни","Кагамлицька",34
"Ромни","Рублівка",34
"Ромни","Помічна",33
"Ромни","Вільногірськ",31
"Ромни","Верхівцеве",31
"Ромни","Джанкой",29
"Ромни","Знам'янка-Пасажирська",24
"Ромни","Курінь",23
"Ромни","Біловоди",23
"Ромни","Доч",15
"Ромни","Бодаква",13
"Ромни","Новоукраїнка",12
"Ромни","Конотоп",7
"Ромни","Мазурівка",7
"Ромни","Красноперекопськ",7
"Ромни","Макошине",6
"Ромни","Дубровський Кінний З-Д",5
"Ромни","Петрівка",3
"Ромни","Зупинка Пункт 146 км",2
"Ромни","Павлиш",2
"Ромни","Долинська",2
"Ромни","Шишаки",1
"Ромни","Користівка",1
"Ромни","Армянськ",1
"Кириківка","Харків-Пасажирський",6851
"Кириківка","Суми",2699
"Кириківка","Київ-Пасажирський",761
"Кириківка","Сімферополь-Пасажирський",287
"Кириківка","Люботин",155
"Кириківка","Богодухів",139
"Кириківка","Запоріжжя 1",109
"Кириківка","Костянтинівка",76
"Кириківка","Ніжин",70
"Кириківка","Конотоп",62
"Кириківка","Білопілля",62
"Кириківка","Ворожба",55
"Кириківка","Дебальцеве",49
"Кириківка","Мелітополь",44
"Кириківка","Смородине",43
"Кириківка","Луганськ",29
"Кириківка","Джанкой",24
"Кириківка","Комунарськ",23
"Кириківка","Лисичанськ",20
"Кириківка","Горлівка",18
"Кириківка","Куп'єваха",17
"Кириківка","Куп'янськ-Вузловий",15
"Кириківка","Сироватка",15
"Кириківка","Лозова",12
"Кириківка","Павлоград 1",12
"Кириківка","Бахмач-Пасажирський",11
"Кириківка","Рубіжне",11
"Кириківка","Синельникове-1",10
"Кириківка","Боромля",8
"Кириківка","Микитівка",8
"Кириківка","Слов'янськ",8
"Кириківка","Вовчоярська",8
"Кириківка","Стаханов",7
"Кириківка","Вінниця",6
"Кириківка","Первомайськ",6
"Кириківка","Артемівськ 2",6
"Кириківка","Макіївка-Пасажирська",6
"Кириківка","Терещенська",5
"Кириківка","Путивль",5
"Кириківка","Вири",5
"Кириківка","Губарівка",5
"Кириківка","Новоолексіївка",5
"Кириківка","Ясинувата-Пасажирська",5
"Кириківка","Дарниця",4
"Кириківка","Хоробичі",4
"Кириківка","Яблучне",4
"Кириківка","Сватове",4
"Кириківка","Краматорськ",4
"Кириківка","Львів",4
"Кириківка","Зернове",2
"Кириківка","Гавриші",2
"Кириківка","Ізюм",2
"Кириківка","Красний Лиман",2
"Кириківка","Голубівка",2
"Кириківка","Городня",1
"Кириківка","Скрягівка",1
"Кириківка","Якимівка",1
"Кириківка","Партизани",1
"Кириківка","Таврійськ",1
"Кириківка","Сокологірне",1
"Кириківка","Красноармійськ",1
"Кириківка","Іловайськ",1
"Кириківка","Тернопіль",1
"Куп'єваха","Харків-Пасажирський",327
"Куп'єваха","Суми",115
"Куп'єваха","Ворожба",55
"Куп'єваха","Богодухів",38
"Куп'єваха","Білопілля",20
"Куп'єваха","Смородине",10
"Куп'єваха","Кириківка",6
"Куп'єваха","Яблучне",5
"Куп'єваха","Люботин",3
"Куп'єваха","Гавриші",1
"Куп'єваха","Губарівка",1
"Губарівка","Харків-Пасажирський",325
"Губарівка","Суми",270
"Губарівка","Київ-Пасажирський",195
"Губарівка","Сімферополь-Пасажирський",34
"Губарівка","Ворожба",28
"Губарівка","Білопілля",21
"Губарівка","Люботин",19
"Губарівка","Богодухів",18
"Губарівка","Запоріжжя 1",18
"Губарівка","Костянтинівка",16
"Губарівка","Лозова",12
"Губарівка","Комунарськ",11
"Губарівка","Луганськ",8
"Губарівка","Ніжин",7
"Губарівка","Вири",5
"Губарівка","Мелітополь",5
"Губарівка","Смородине",4
"Губарівка","Сватове",4
"Губарівка","Лисичанськ",4
"Губарівка","Рубіжне",4
"Губарівка","Конотоп",3
"Губарівка","Кириківка",3
"Губарівка","Куп'єваха",3
"Губарівка","Джанкой",3
"Губарівка","Дебальцеве",3
"Губарівка","Краматорськ",2
"Губарівка","Бахмач-Пасажирський",1
"Губарівка","Ясинувата-Пасажирська",1
"Богодухів","Київ-Пасажирський",1106
"Богодухів","Суми",937
"Богодухів","Сімферополь-Пасажирський",319
"Богодухів","Харків-Пасажирський",310
"Богодухів","Куп'єваха",189
"Богодухів","Мелітополь",158
"Богодухів","Смородине",122
"Богодухів","Кириківка",116
"Богодухів","Білопілля",113
"Богодухів","Запоріжжя 1",108
"Богодухів","Ворожба",85
"Богодухів","Костянтинівка",72
"Богодухів","Новоолексіївка",67
"Богодухів","Конотоп",65
"Богодухів","Ніжин",59
"Богодухів","Луганськ",51
"Богодухів","Джанкой",49
"Богодухів","Мена",41
"Богодухів","Дебальцеве",36
"Богодухів","Люботин",35
"Богодухів","Львів",30
"Богодухів","Губарівка",27
"Богодухів","Лисичанськ",25
"Богодухів","Маріуполь",24
"Богодухів","Бахмач-Пасажирський",21
"Богодухів","Донецьк",18
"Богодухів","Лозова",17
"Богодухів","Боромля",15
"Богодухів","Комунарськ",15
"Богодухів","Свалява",12
"Богодухів","Яблучне",11
"Богодухів","Путивль",10
"Богодухів","Краматорськ",10
"Богодухів","Куп'янськ-Вузловий",9
"Богодухів","Павлоград 1",9
"Богодухів","Вінниця",8
"Богодухів","Хмельницький",7
"Богодухів","Таврійськ",7
"Богодухів","Рубіжне",7
"Богодухів","Вовчоярська",7
"Богодухів","Гавриші",6
"Богодухів","Якимівка",6
"Богодухів","Горлівка",6
"Богодухів","Мукачеве",6
"Богодухів","Стрий",5
"Богодухів","Тернопіль",5
"Богодухів","Терещенська",4
"Богодухів","Кремінне",4
"Богодухів","Слов'янськ",4
"Богодухів","Сватове",4
"Богодухів","Славське",4
"Богодухів","Сироватка",3
"Богодухів","Ясинувата-Пасажирська",3
"Богодухів","Артемівськ 2",3
"Богодухів","Попасна",3
"Богодухів","Макіївка-Пасажирська",3
"Богодухів","Макошине",2
"Богодухів","Доч",2
"Богодухів","Козятин-1",2
"Богодухів","Зернове",2
"Богодухів","Красний Лиман",2
"Богодухів","Красноармійськ",2
"Богодухів","Стаханов",2
"Богодухів","Дарниця",1
"Богодухів","Жмеринка",1
"Богодухів","Городня",1
"Богодухів","Щорс",1
"Богодухів","Скрягівка",1
"Богодухів","Синельникове-1",1
"Богодухів","Кабанне",1
"Богодухів","Первомайськ",1
"Богодухів","Ужгород",1
"Богодухів","Злочів",1
"Мерчик","Суми",56
"Мерчик","Ворожба",13
"Мерчик","Смородине",9
"Мерчик","Богодухів",9
"Мерчик","Кириківка",8
"Мерчик","Білопілля",5
"Мерчик","Боромля",4
"Мерчик","Гавриші",2
"Мерчик","Яблучне",2
"Люботин","Суми",3428
"Люботин","Луганськ",1503
"Люботин","Київ-Пасажирський",1475
"Люботин","Смородине",1372
"Люботин","Сімферополь-Пасажирський",932
"Люботин","Лисичанськ",922
"Люботин","Кириківка",584
"Люботин","Львів",572
"Люботин","Полтава-Південна",562
"Люботин","Одеса-Головна",546
"Люботин","Миколаїв-Пасажирський",524
"Люботин","Херсон",509
"Люботин","Кременчук",464
"Люботин","Харків-Пасажирський",440
"Люботин","Мелітополь",439
"Люботин","Богодухів",403
"Люботин","Кривий Ріг-Головний",353
"Люботин","Рубіжне",330
"Люботин","Костянтинівка",327
"Люботин","Коломак",249
"Люботин","Новоолексіївка",238
"Люботин","Гребінка",212
"Люботин","Запоріжжя 1",212
"Люботин","Білопілля",162
"Люботин","Конотоп",160
"Люботин","Знам'янка-Пасажирська",149
"Люботин","Ворожба",137
"Люботин","Ромодан",128
"Люботин","Лубни",127
"Люботин","Скороходове",123
"Люботин","Яблучне",123
"Люботин","Вовчоярська",117
"Люботин","Ніжин",114
"Люботин","Кремінне",111
"Люботин","Стаханов",106
"Люботин","Коростень",105
"Люботин","Миргород",99
"Люботин","Кіровоград",94
"Люботин","Здолбунів",82
"Люботин","Бахмач-Пасажирський",80
"Люботин","Ков'яги",80
"Люботин","Дебальцеве",79
"Люботин","Джанкой",77
"Люботин","Комунарськ",75
"Люботин","Куп'єваха",67
"Люботин","Сироватка",62
"Люботин","Користівка",62
"Люботин","Дружківка",61
"Люботин","Сватове",60
"Люботин","Краматорськ",58
"Люботин","Боромля",57
"Люботин","Галещина",57
"Люботин","Якимівка",57
"Люботин","Попасна",57
"Люботин","Водяна",55
"Люботин","Губарівка",53
"Люботин","Кобеляки",49
"Люботин","Путивль",48
"Люботин","Долинська",47
"Люботин","Таврійськ",47
"Люботин","Южноукраїнська",46
"Люботин","Шепетівка",44
"Люботин","Слов'янськ",44
"Люботин","Апостолове",40
"Люботин","Кочубеївка",37
"Люботин","Нові Санжари",37
"Люботин","Мерчик",36
"Люботин","Полтава Київська",34
"Люботин","Дубно",33
"Люботин","Мукачеве",31
"Люботин","Кабанне",27
"Люботин","Голубівка",26
"Люботин","Ліщинівка",25
"Люботин","Родакове",25
"Люботин","Вири",24
"Люботин","Вознесенськ",24
"Люботин","Дарниця",20
"Люботин","Новоград-Волинський 1",20
"Люботин","Яблунець",20
"Люботин","Козельщина",19
"Люботин","Первомайськ",18
"Люботин","Решетилівка",17
"Люботин","Мала Перещепинська",16
"Люботин","Гоголеве",15
"Люботин","Жеребкове",15
"Люботин","Гавриші",14
"Люботин","Крюків-на-Дніпрі",14
"Люботин","Славута 1",13
"Люботин","Бердянськ",12
"Люботин","Сагайдак",11
"Люботин","Ганнівка",11
"Люботин","Помічна",11
"Люботин","Новоукраїнка",11
"Люботин","Скрягівка",10
"Люботин","Котовськ",10
"Люботин","Сентянівка",10
"Люботин","Потоки",9
"Люботин","Первомайськ-на-Бузі",9
"Люботин","Вінниця",8
"Люботин","Мена",8
"Люботин","Шарівка",8
"Люботин","Горлівка",8
"Люботин","Броди",8
"Люботин","Пантаївка",7
"Люботин","Хмельницький",6
"Люботин","Балта",6
"Люботин","Павлоград 1",6
"Люботин","Острог",5
"Люботин","Кролевець",4
"Люботин","Яготин",4
"Люботин","Городня",4
"Люботин","Яреськи",4
"Люботин","Павлиш",4
"Люботин","Іловайськ",4
"Люботин","Красне",4
"Люботин","Свалява",4
"Люботин","Терещенська",3
"Люботин","Зернове",3
"Люботин","Куп'янськ-Вузловий",3
"Люботин","Снігурівка",3
"Люботин","Острякове",3
"Люботин","Ясинувата-Пасажирська",3
"Люботин","Микитівка",3
"Люботин","Артемівськ 2",3
"Люботин","Радивилів",3
"Люботин","Козятин-1",2
"Люботин","Ізюм",2
"Люботин","Чугуїв",2
"Люботин","Лозова",2
"Люботин","Куцівка",2
"Люботин","Любашівка",2
"Люботин","Роздільна 1",2
"Люботин","Блакитне",2
"Люботин","Затишшя",2
"Люботин","Біла Криниця",2
"Люботин","Синельникове-1",2
"Люботин","Красний Лиман",2
"Люботин","Ужгород",2
"Люботин","Воловець",2
"Люботин","Хутір-Михайлівський",1
"Люботин","Кривин",1
"Люботин","Кислівка",1
"Люботин","Дубки Рзд",1
"Люботин","Христинівка",1
"Люботин","Врадіївка",1
"Люботин","Колосівка",1
"Люботин","Високопілля",1
"Люботин","Березнегувате",1
"Люботин","Урожайна",1
"Люботин","Мар'ївка",1
"Люботин","Макіївка-Пасажирська",1
"Люботин","Підволочиськ",1
"Люботин","Тернопіль",1
"Сула","Кременчук",3453
"Сула","Дніпропетровськ-Головний",861
"Сула","Одеса-Головна",541
"Сула","Ромодан",514
"Сула","Бахмач-Пасажирський",390
"Сула","Хорол",371
"Сула","Глобине",357
"Сула","Веселий Поділ",158
"Сула","Сімферополь-Пасажирський",146
"Сула","П'ятихатки",109
"Сула","Ромни",82
"Сула","Сенча",73
"Сула","Лохвиця",70
"Сула","Дніпродзержинськ-Пасажирський",67
"Сула","Бодаква",64
